               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 111,            0.056351,             0.04311,           0.0058683,             0.95008,             0.80935,             0.87007,             0.57912,            0.051109,            0.064827,           0.0052411,             0.00637,             0.00637,             0.00637
                 112,            0.056279,            0.043276,            0.005807,             0.94989,             0.80869,             0.86871,             0.57702,            0.051202,            0.064995,           0.0052383,            0.006337,            0.006337,            0.006337
                 113,            0.055898,            0.043284,           0.0058031,             0.95088,              0.8093,             0.86965,             0.57769,            0.051147,            0.064736,           0.0052488,            0.006304,            0.006304,            0.006304
                 114,            0.056374,            0.043334,            0.005764,             0.94857,             0.80937,             0.86797,             0.57746,            0.051103,            0.064891,           0.0052458,            0.006271,            0.006271,            0.006271
                 115,            0.056317,            0.043422,           0.0058487,             0.95088,             0.80984,             0.86994,              0.5803,            0.051026,            0.064741,           0.0052438,            0.006238,            0.006238,            0.006238
                 116,             0.05618,            0.043516,           0.0057178,             0.95271,              0.8092,             0.87025,             0.57962,            0.051075,            0.064816,           0.0052524,            0.006205,            0.006205,            0.006205
                 117,            0.056144,             0.04312,           0.0057722,             0.95119,             0.81093,             0.87157,              0.5798,            0.051055,            0.064798,           0.0052362,            0.006172,            0.006172,            0.006172
                 118,            0.055817,            0.042408,           0.0056956,             0.95201,             0.81067,             0.87154,               0.581,            0.050996,            0.064737,           0.0052276,            0.006139,            0.006139,            0.006139
                 119,            0.055907,            0.042817,           0.0057261,             0.95009,             0.81284,             0.87242,             0.58081,            0.051005,            0.064756,           0.0052313,            0.006106,            0.006106,            0.006106
                 120,            0.055538,             0.04246,           0.0056407,              0.9504,             0.81197,             0.87194,             0.58027,            0.051018,             0.06489,           0.0052301,            0.006073,            0.006073,            0.006073
                 121,            0.056079,            0.043012,           0.0057729,             0.95206,             0.81021,             0.87169,             0.58121,            0.051011,            0.064893,           0.0052303,             0.00604,             0.00604,             0.00604
                 122,            0.055424,            0.042924,           0.0056551,             0.94868,             0.81198,             0.87193,             0.58045,            0.050973,             0.06504,           0.0052233,            0.006007,            0.006007,            0.006007
                 123,            0.055745,            0.042279,           0.0057317,             0.94822,             0.81281,             0.87147,              0.5812,            0.050959,            0.064837,           0.0052422,            0.005974,            0.005974,            0.005974
                 124,            0.055708,            0.043044,           0.0056541,             0.94901,             0.81315,             0.87303,             0.58317,            0.050857,            0.064712,           0.0052314,            0.005941,            0.005941,            0.005941
                 125,            0.055512,             0.04263,           0.0056794,             0.95038,             0.81305,              0.8726,             0.58313,            0.050841,            0.064716,           0.0052298,            0.005908,            0.005908,            0.005908
                 126,            0.055842,            0.043821,           0.0057397,             0.95149,             0.81225,             0.87242,             0.58348,            0.050841,            0.064712,           0.0052324,            0.005875,            0.005875,            0.005875
                 127,            0.055514,            0.042491,           0.0056681,             0.94949,             0.81259,             0.87224,             0.58239,             0.05088,            0.064843,           0.0052183,            0.005842,            0.005842,            0.005842
                 128,            0.055142,            0.041957,           0.0056565,             0.94842,             0.81273,             0.87149,             0.58176,            0.050868,            0.064761,            0.005213,            0.005809,            0.005809,            0.005809
                 129,            0.055793,             0.04284,           0.0057505,             0.95005,             0.81234,             0.87124,             0.58228,            0.050836,            0.064778,           0.0052184,            0.005776,            0.005776,            0.005776
                 130,             0.05542,            0.042474,           0.0056341,             0.95095,             0.81197,             0.87231,             0.58289,             0.05082,            0.064862,            0.005222,            0.005743,            0.005743,            0.005743
                 131,            0.055526,            0.043026,           0.0056686,             0.95242,             0.81097,             0.87219,             0.58397,            0.050774,            0.064693,            0.005211,             0.00571,             0.00571,             0.00571
                 132,             0.05548,            0.042807,           0.0056784,             0.95029,             0.81234,             0.87249,             0.58349,            0.050791,            0.064776,           0.0052135,            0.005677,            0.005677,            0.005677
                 133,            0.055429,            0.043023,           0.0057112,             0.94972,             0.81325,             0.87235,             0.58344,             0.05078,            0.064756,           0.0052106,            0.005644,            0.005644,            0.005644
                 134,            0.055104,            0.042412,           0.0056305,             0.94982,             0.81314,             0.87248,             0.58371,            0.050783,             0.06472,           0.0052066,            0.005611,            0.005611,            0.005611
                 135,            0.055892,            0.042761,           0.0057163,             0.94926,             0.81346,             0.87275,             0.58332,            0.050761,            0.064653,           0.0052098,            0.005578,            0.005578,            0.005578
                 136,            0.054963,            0.041448,           0.0055983,             0.94965,              0.8138,             0.87331,             0.58412,            0.050727,             0.06469,           0.0051952,            0.005545,            0.005545,            0.005545
                 137,            0.055386,            0.041823,           0.0056477,             0.95006,             0.81348,             0.87311,             0.58392,            0.050732,            0.064671,           0.0051941,            0.005512,            0.005512,            0.005512
                 138,            0.055549,            0.042411,           0.0057427,             0.94979,             0.81427,             0.87389,             0.58447,            0.050719,            0.064644,           0.0051951,            0.005479,            0.005479,            0.005479
                 139,            0.055681,            0.043076,           0.0056768,             0.95049,              0.8143,             0.87417,             0.58502,            0.050717,            0.064685,           0.0051981,            0.005446,            0.005446,            0.005446
                 140,            0.055543,            0.042449,           0.0056487,             0.95137,             0.81431,             0.87377,             0.58475,            0.050735,            0.064687,           0.0051959,            0.005413,            0.005413,            0.005413
                 141,            0.055459,             0.04245,           0.0056634,             0.95194,              0.8137,              0.8733,             0.58472,            0.050736,            0.064743,           0.0052011,             0.00538,             0.00538,             0.00538
                 142,            0.055002,            0.042188,            0.005685,             0.95177,             0.81428,             0.87406,              0.5843,            0.050732,            0.064806,           0.0052032,            0.005347,            0.005347,            0.005347
                 143,            0.054674,            0.041822,           0.0056762,             0.95097,              0.8144,             0.87418,             0.58446,            0.050702,            0.064802,           0.0051988,            0.005314,            0.005314,            0.005314
