               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 114,            0.056117,            0.039281,           0.0057285,             0.95994,             0.77865,             0.85479,             0.57537,            0.050968,            0.058259,           0.0052351,            0.006271,            0.006271,            0.006271
                 115,            0.056058,            0.039435,           0.0056714,             0.95929,             0.77831,             0.85459,             0.57142,            0.051093,            0.058674,           0.0052497,            0.006238,            0.006238,            0.006238
                 116,            0.055827,            0.039536,           0.0057126,             0.95821,             0.78096,              0.8558,             0.57428,            0.051043,            0.058337,           0.0052425,            0.006205,            0.006205,            0.006205
                 117,            0.055931,            0.039438,           0.0056776,             0.96143,             0.77895,             0.85527,             0.57336,            0.050991,            0.058712,           0.0052226,            0.006172,            0.006172,            0.006172
                 118,             0.05551,            0.038401,           0.0056097,             0.96056,             0.77964,              0.8552,             0.57547,            0.050911,            0.058466,           0.0052458,            0.006139,            0.006139,            0.006139
                 119,             0.05588,            0.039269,           0.0056816,             0.96145,             0.78006,              0.8564,             0.57644,            0.050873,            0.058262,           0.0052322,            0.006106,            0.006106,            0.006106
                 120,            0.055401,            0.038486,            0.005584,             0.96155,             0.77926,             0.85773,             0.57614,            0.050893,            0.058291,           0.0052207,            0.006073,            0.006073,            0.006073
                 121,            0.056101,            0.039265,           0.0057106,             0.96091,             0.78067,             0.85568,             0.57486,            0.050971,            0.058556,           0.0052495,             0.00604,             0.00604,             0.00604
                 122,            0.055476,            0.039112,           0.0056143,             0.96042,             0.78178,             0.85614,             0.57478,            0.050903,            0.058432,           0.0052392,            0.006007,            0.006007,            0.006007
                 123,             0.05552,            0.038717,           0.0056478,             0.96058,              0.7811,             0.85532,             0.57638,            0.050845,            0.058384,           0.0052501,            0.005974,            0.005974,            0.005974
                 124,            0.055879,            0.038996,           0.0056345,             0.96134,             0.77921,             0.85542,             0.57518,            0.050838,            0.058529,           0.0052276,            0.005941,            0.005941,            0.005941
                 125,            0.055634,            0.039189,           0.0056497,              0.9614,              0.7797,             0.85615,             0.57483,              0.0509,            0.058509,           0.0052317,            0.005908,            0.005908,            0.005908
                 126,            0.055417,            0.039316,           0.0056317,             0.96126,             0.78048,             0.85734,              0.5767,            0.050892,            0.058434,           0.0052339,            0.005875,            0.005875,            0.005875
                 127,            0.055717,            0.038894,            0.005668,               0.962,             0.77943,             0.85725,             0.57686,            0.050834,            0.058488,           0.0052275,            0.005842,            0.005842,            0.005842
                 128,            0.055082,            0.038283,            0.005592,             0.95957,             0.77948,             0.85724,             0.57611,            0.050869,            0.058773,           0.0052133,            0.005809,            0.005809,            0.005809
                 129,            0.055431,            0.038684,           0.0056292,             0.95987,             0.78347,             0.85738,             0.57657,            0.050796,            0.058353,           0.0052068,            0.005776,            0.005776,            0.005776
                 130,            0.055423,            0.038468,           0.0056459,             0.96011,             0.78196,             0.85683,             0.57584,            0.050824,            0.058374,           0.0052234,            0.005743,            0.005743,            0.005743
                 131,            0.055342,            0.039249,           0.0055924,             0.96006,             0.78334,             0.85826,             0.57687,            0.050801,            0.058438,           0.0052321,             0.00571,             0.00571,             0.00571
                 132,             0.05549,            0.038545,           0.0056189,             0.96171,             0.78229,             0.85779,             0.57698,            0.050795,            0.058529,           0.0052163,            0.005677,            0.005677,            0.005677
                 133,            0.055298,            0.039027,           0.0056521,             0.96083,             0.78239,             0.85778,             0.57756,            0.050782,            0.058622,           0.0051885,            0.005644,            0.005644,            0.005644
                 134,            0.055067,            0.037959,           0.0055866,             0.96207,             0.78208,             0.85885,              0.5782,            0.050751,            0.058548,           0.0051939,            0.005611,            0.005611,            0.005611
                 135,            0.055479,            0.038805,           0.0056156,             0.96267,             0.78171,             0.85908,             0.57927,            0.050684,            0.058367,           0.0051853,            0.005578,            0.005578,            0.005578
                 136,            0.055124,            0.037799,           0.0055851,             0.96293,             0.78138,             0.85828,             0.57799,            0.050705,            0.058301,           0.0051803,            0.005545,            0.005545,            0.005545
                 137,            0.055386,            0.038093,           0.0056131,             0.96347,              0.7816,             0.85906,             0.57759,            0.050759,             0.05843,            0.005192,            0.005512,            0.005512,            0.005512
                 138,            0.055223,            0.038395,           0.0056089,             0.96477,             0.78046,             0.85924,             0.57876,            0.050682,            0.058473,           0.0051999,            0.005479,            0.005479,            0.005479
                 139,            0.055265,            0.038648,           0.0056147,             0.96331,             0.78224,             0.85911,             0.57969,            0.050633,            0.058412,           0.0051978,            0.005446,            0.005446,            0.005446
                 140,            0.055577,            0.038729,           0.0056105,             0.96206,             0.78256,              0.8586,             0.57881,            0.050682,            0.058452,           0.0051845,            0.005413,            0.005413,            0.005413
                 141,            0.055201,            0.038201,           0.0056236,             0.96089,             0.78248,             0.85768,             0.57856,            0.050695,            0.058311,           0.0051929,             0.00538,             0.00538,             0.00538
                 142,            0.054753,            0.037772,           0.0056019,             0.96052,             0.78268,             0.85868,             0.57846,              0.0507,            0.058408,            0.005195,            0.005347,            0.005347,            0.005347
                 143,            0.055037,            0.038036,           0.0055973,             0.96146,             0.78283,              0.8599,             0.57952,            0.050626,            0.058344,           0.0051997,            0.005314,            0.005314,            0.005314
                 144,            0.054711,            0.038299,            0.005559,             0.96123,             0.78418,             0.85913,             0.57818,            0.050661,            0.058521,            0.005207,            0.005281,            0.005281,            0.005281
                 145,            0.055048,            0.038123,           0.0056083,             0.96178,             0.78361,              0.8593,             0.57919,            0.050633,            0.058485,           0.0051864,            0.005248,            0.005248,            0.005248
                 146,            0.055216,            0.038689,           0.0055764,             0.95998,             0.78373,              0.8593,             0.57945,             0.05058,            0.058408,           0.0051837,            0.005215,            0.005215,            0.005215
                 147,            0.054967,            0.037986,           0.0056329,             0.96261,             0.78367,             0.85865,             0.57854,            0.050612,            0.058352,           0.0051848,            0.005182,            0.005182,            0.005182
                 148,            0.055032,            0.038774,           0.0056475,             0.96163,             0.78269,             0.85767,             0.57865,            0.050645,            0.058544,           0.0051897,            0.005149,            0.005149,            0.005149
                 149,            0.054732,            0.037638,           0.0055857,             0.96072,             0.78412,             0.85844,             0.57981,            0.050609,            0.058537,           0.0051893,            0.005116,            0.005116,            0.005116
                 150,            0.054627,            0.038005,           0.0055579,             0.96089,             0.78375,             0.85821,             0.57954,            0.050615,            0.058718,           0.0051788,            0.005083,            0.005083,            0.005083
                 151,            0.054917,            0.037974,           0.0055813,             0.96181,             0.78471,             0.85858,             0.57868,            0.050632,             0.05877,           0.0051879,             0.00505,             0.00505,             0.00505
                 152,            0.054744,            0.037745,           0.0055107,             0.96274,             0.78449,             0.85964,             0.57996,            0.050593,            0.058472,           0.0051798,            0.005017,            0.005017,            0.005017
                 153,            0.054731,            0.038048,           0.0056037,             0.96194,             0.78493,             0.85925,             0.57955,            0.050595,            0.058572,            0.005176,            0.004984,            0.004984,            0.004984
                 154,            0.054551,            0.037637,           0.0055615,             0.96187,             0.78567,              0.8605,             0.58058,            0.050539,            0.058571,           0.0051642,            0.004951,            0.004951,            0.004951
                 155,            0.054938,             0.03785,           0.0056582,              0.9621,             0.78627,             0.86077,             0.58098,            0.050522,            0.058549,           0.0051634,            0.004918,            0.004918,            0.004918
                 156,            0.054684,            0.037257,           0.0055657,             0.96352,             0.78594,              0.8607,             0.58131,            0.050521,            0.058627,           0.0051659,            0.004885,            0.004885,            0.004885
                 157,            0.054926,            0.037623,           0.0056075,             0.96288,             0.78584,             0.86073,             0.58085,            0.050518,            0.058755,           0.0051761,            0.004852,            0.004852,            0.004852
                 158,            0.054544,            0.037896,            0.005588,             0.96154,             0.78543,             0.86029,             0.58031,            0.050526,            0.058851,            0.005174,            0.004819,            0.004819,            0.004819
